Total,Lat,Lon
9,25.0545857,121.5521766
17,25.0547405,121.5512715
26,25.0565293,121.551027
3,25.0591891,121.5476966
7,25.059038,121.5486041
8,25.0602397,121.5487398
15,25.0608542,121.5483961
16,25.0599803,121.5490764
15,25.0492357,121.5461908
13,25.0354362,121.5509591
1,25.0323706,121.5501407
9,25.0309293,121.5504498
26,25.0299191,121.5502063
7,25.02185,121.5468815
9,25.0763833,121.5130478
49,25.0763833,121.5130478
83,25.0763338,121.5155544
3,24.9911741,121.5412991
96,24.9951273,121.5447247
15,24.9949178,121.5478069
14,24.996109,121.54604
69,24.9994211,121.5422057
118,24.9973621,121.5364902
94,24.993088,121.5443572
4,24.9897603,121.5417154
21,24.9960618,121.5439242
8,25.0011696,121.5451274
102,25.0839338,121.5585386
39,25.0815748,121.5598334
9,25.0456957,121.5340747
13,25.0463964,121.5336179
24,25.0830225,121.5751351
21,25.076853,121.5751695
24,25.077747,121.5768365
11,25.07832,121.5768878
43,25.0739589,121.5743748
22,25.0810991,121.5768309
23,25.0331567,121.5148566
4,25.0556928,121.544827
10,25.0528399,121.5132011
68,25.0949094,121.523626
65,25.0857725,121.5194133
34,25.0254679,121.5121128
41,25.0387959,121.5124131
52,25.0399855,121.5024804
16,25.0459918,121.5124267
32,25.0465649,121.5070296
46,25.0749177,121.582032
10,25.0749177,121.582032
45,25.0716892,121.5782071
4,25.0724786,121.5780359
10,25.0719031,121.5772148
1,25.0234741,121.5300313
43,25.0590731,121.6125534
12,25.0506667,121.5105182
145,25.0581547,121.5692751
15,25.055309,121.5693014
26,25.023359,121.5190349
6,25.0221802,121.5182212
9,25.0357289,121.5115773
68,25.032472,121.5223895
11,25.0320431,121.5275183
64,25.0819462,121.5525618
32,25.0833637,121.5532551
20,25.0810935,121.5535411
71,25.0826688,121.5543923
18,25.0819377,121.5535851
10,25.0786766,121.5558164
44,25.0595472,121.5604305
15,25.0576811,121.5611305
22,25.0615262,121.56086
10,25.0582885,121.5605448
13,25.0559758,121.6119647
6,25.0608527,121.5289461
5,25.0556716,121.52885
3,25.0562001,121.5264011
14,25.0480642,121.5299922
6,25.0538514,121.526385
25,25.0667285,121.5279888
9,25.0667285,121.5279888
50,25.06097,121.527669
33,25.06097,121.527669
221,25.06097,121.527669
17,25.0361953,121.53416
6,25.0349568,121.5351134
4,25.0291114,121.5330138
4,25.0276137,121.5337563
4,25.0208747,121.5334916
1,25.0204149,121.5335117
7,25.0191658,121.5333475
4,25.0188049,121.5326503
32,24.9911876,121.5736856
115,25.0567155,121.5839567
37,25.0601907,121.5657216
16,25.058215,121.5660157
34,25.0578479,121.5677064
10,25.0594909,121.567137
8,25.0576187,121.5660667
24,25.0616197,121.5651848
37,25.0601967,121.5768993
17,25.0594367,121.5745493
189,25.0606686,121.5798579
6,25.0631011,121.5842413
16,25.0632847,121.5823857
120,25.0625661,121.57937
15,25.0634625,121.5787345
18,25.0621837,121.5796389
13,25.0653084,121.5824178
28,25.0654904,121.5838737
13,25.0625661,121.57937
137,25.0644468,121.5785867
19,25.0651486,121.5810367
19,25.022605,121.5332326
2,25.0257407,121.5322992
4,25.0252903,121.5322456
9,25.0247383,121.5324429
2,25.0241678,121.5329565
7,25.0236952,121.5323056
9,25.0218015,121.532696
11,25.0209642,121.5325912
7,25.0205444,121.5322735
10,25.0201526,121.5323682
4,25.0196848,121.5323173
3,25.019272,121.5322721
1,25.0199187,121.5323427
2,25.0195041,121.5320231
9,25.0713075,121.5800546
3,25.071687,121.5798479
75,25.071893,121.5788431
4,25.0740875,121.5771639
15,25.0747436,121.5747986
12,25.069723,121.5823057
18,25.0757695,121.5734124
20,25.0763229,121.5727382
4,25.0787172,121.567979
15,25.0699614,121.5814055
32,25.0696309,121.5795446
11,25.0696309,121.5795446
33,25.0290214,121.5418056
11,25.0295686,121.5418431
17,25.0294674,121.5405555
24,25.0287109,121.540747
21,25.029883,121.5402564
25,25.0310158,121.5448582
3,25.0273765,121.5387594
8,25.0278425,121.5410974
10,25.0290214,121.5418056
4,25.0712322,121.5764092
13,25.0707233,121.575798
34,25.0569405,121.6153577
17,25.0232664,121.4997189
7,25.0260089,121.5017309
22,25.0240756,121.4988098
7,25.0214031,121.5007106
2,25.0302648,121.4997477
2,25.0584183,121.5179602
1,25.0232694,121.5015498
73,25.0019901,121.5666293
75,25.0816092,121.5083314
4,25.1153408,121.5172252
11,25.1147165,121.5169422
52,24.9889111,121.5483044
103,25.0648401,121.5294305
3,25.0642387,121.5362127
28,25.0255912,121.5561245
6,25.0499804,121.5545687
6,25.0295378,121.5142129
8,25.0264514,121.5101356
4,25.0295378,121.5142129
61,25.0295378,121.5142129
50,25.0295378,121.5142129
4,25.0323689,121.5199753
4,25.0328344,121.5190206
12,25.0581409,121.5152141
15,25.0581409,121.5152141
6,25.1123603,121.5243394
22,25.087873,121.518714
32,25.0279431,121.5171611
3,25.0279431,121.5171611
139,25.0988999,121.5297684
37,25.0980242,121.5359127
13,25.0872039,121.5178478
9,25.0872039,121.5178478
4,25.1030777,121.5236672
58,25.0386935,121.5854399
24,25.0405024,121.5872091
10,25.0386289,121.5889742
30,25.0395592,121.5912808
25,25.0383542,121.5809389
59,25.0326537,121.4980256
7,25.0318198,121.5015658
2,25.0397955,121.5273335
2,25.040339,121.5268587
21,25.0837291,121.5224341
13,25.0363521,121.4970012
9,25.0345803,121.5097249
40,25.0344332,121.5082511
51,25.0365385,121.5031155
11,25.0365385,121.5031155
20,25.1048238,121.5222604
152,25.1092383,121.5327146
3,25.1067477,121.5286689
2,25.1074145,121.5288922
1,25.1067806,121.5289043
5,25.1099112,121.5285846
2,25.107469,121.5292406
2,25.1075452,121.5297355
1,25.1069543,121.5297027
6,25.107624,121.5323623
1,25.1105148,121.5349869
21,25.1119814,121.538209
10,25.1110746,121.5453743
14,25.1111546,121.5387851
4,25.1060586,121.5284917
15,25.0239599,121.4961252
3,25.0233748,121.4919395
24,25.0666336,121.5279828
2,25.0656558,121.5317722
14,25.0666336,121.5279828
34,25.0550833,121.5466959
2,25.0635082,121.5201771
51,25.0660705,121.5195421
52,25.0631836,121.5660039
26,25.061124,121.5677486
31,25.0268521,121.5516127
3,25.0267333,121.5520378
8,25.0211357,121.5517228
122,25.0799768,121.557443
31,25.0807395,121.5602216
42,25.0783712,121.5618118
22,25.0789635,121.5533285
81,25.0826534,121.5562017
7,24.9983706,121.4428506
16,24.9786601,121.5554032
21,25.0290012,121.5254402
14,25.0306759,121.5207692
6,25.0510401,121.5098741
41,25.05506,121.6073711
13,25.0549247,121.6066542
16,25.0555091,121.6067966
12,25.056006,121.6065049
4,25.0563729,121.6063864
2,25.0560902,121.5418265
77,25.0560902,121.5418265
6,25.0560735,121.6117927
67,25.0559068,121.6009075
17,25.0559646,121.6057983
5,24.9974908,121.558311
46,25.0006408,121.549443
10,25.0010322,121.551627
85,25.0000035,121.5520051
43,25.0000873,121.5534067
70,24.9952766,121.5596852
89,24.9866234,121.5608752
69,25.0016878,121.5421829
21,25.0012233,121.5450965
37,25.0266532,121.4917769
15,25.053376,121.541143
18,25.0524996,121.5420611
8,25.0603308,121.5335242
6,25.0603308,121.5335242
62,25.0603308,121.5335242
57,25.0602313,121.5187898
16,25.0602621,121.5203409
27,25.0603647,121.5158964
8,25.0538552,121.5397258
8,25.0542373,121.5396877
1,25.0542231,121.541301
12,25.0572192,121.541236
8,25.0618064,121.5401946
22,25.0633855,121.5417321
12,25.0495534,121.5413589
22,25.0574947,121.5405961
4,25.0574947,121.5405961
21,25.0574947,121.5405961
55,25.0574947,121.5405961
21,25.0235291,121.5293595
15,25.0216372,121.5297889
111,25.0424802,121.5224039
34,25.0407174,121.5296404
30,25.0721434,121.5460949
16,25.0722922,121.5415987
104,25.0864153,121.5675619
33,25.084536,121.5645132
32,25.0854851,121.5646636
5,25.0829884,121.5663098
92,25.085147,121.5742744
85,25.0847098,121.580492
4,25.0692497,121.5096541
34,25.0845233,121.5064345
33,25.0845233,121.5064345
5,25.0372408,121.4951838
7,25.0324483,121.4926307
4,25.0335889,121.4910262
2,25.0336145,121.4900683
3,25.0327132,121.491583
7,25.0328868,121.4901863
65,25.0341019,121.493284
31,25.0341019,121.493284
12,25.0341019,121.493284
60,25.0210526,121.4923818
200,25.0475336,121.5059613
39,25.0508547,121.4926834
24,25.0508547,121.4926834
18,25.1071967,121.523088
69,25.1075244,121.5225116
16,25.0389555,121.5294385
3,25.041193,121.5299684
1,25.0361705,121.5305562
33,25.0582216,121.5133575
4,25.0396462,121.6206839
44,25.0617152,121.5753214
20,25.0698694,121.5756375
6,25.0712342,121.5758074
13,25.0718304,121.5754008
27,25.0278506,121.5019721
8,25.0656226,121.5242877
3,25.0321032,121.4922112
8,25.0321032,121.4922112
8,25.0318911,121.4925661
28,25.0427573,121.5140302
78,25.1128664,121.5195758
4,25.0200002,121.5307962
1,25.0202748,121.5315365
19,25.0197416,121.5317501
1,25.0183718,121.5321975
2,25.0200021,121.5311085
7,25.0186884,121.5312639
8,25.0189397,121.531247
43,25.0113026,121.5393105
83,25.0098164,121.5393502
47,24.9976014,121.5379162
11,25.0303859,121.5214344
6,25.0137708,121.5347677
32,25.0815402,121.5801794
46,25.0820377,121.5735611
34,25.0806109,121.5814102
2,25.0822934,121.5725852
16,25.0815402,121.5801794
6,25.0292313,121.5291671
24,25.0279814,121.529317
19,25.0301286,121.5285429
4,25.0412285,121.5110926
60,25.0251828,121.4947082
4,25.0240156,121.4938613
4,25.0637502,121.515024
6,25.0637502,121.515024
20,25.1097423,121.5298742
