Name,Total,Usage,Lat,Lon
台北市江南街65巷,17,0.82,25.0770602,121.57846569999992
台北市江南街71巷65弄,3,1,25.0760925,121.57877340000005
台北市至誠公園,46,0,25.1013225,121.53639909999993
台北市至誠路一段,21,0,25.101727,121.53253040000004
台北市至誠路二段,56,0,25.1016704,121.52858079999999
台北市行忠路,142,0.65,25.0665373,121.58026619999998
台北市行忠路28巷,17,1,25.0648653,121.57773559999998
台北市行忠路66巷,15,1,25.0658583,121.58052450000002
台北市行忠路72巷,21,0.71,25.0665453,121.58159760000001
台北市行善路,34,1,25.0595436,121.58112319999998
台北市行善路111巷,25,0.92,25.0577398,121.57995870000002
台北市行善路168巷,27,1,25.0588128,121.57855870000003
台北市行善路417巷,29,0.83,25.0646047,121.58688600000005
台北市行善路48巷,10,0.9,25.0574702,121.57519990000003
台北市行善路59巷20弄,13,0.92,25.0577047,121.57922780000001
台北市行善路59巷40弄,13,0.92,25.0572028,121.57954900000004
台北市行愛路,74,0.86,25.06377,121.58037749999994
台北市行愛路141巷,30,1,25.0647907,121.58128850000003
台北市行愛路77巷,34,0.88,25.0632847,121.58238570000003
台北市行愛路78巷,29,1,25.0621923,121.58057020000001
台北市西昌街,29,0.59,25.0397495,121.50066179999999
台北市西園路2段261巷20弄,2,0,25.0247702,121.49286380000001
台北市西園路2段320巷55弄,6,0.5,25.02788,121.49152329999993
台北市西園路2段320巷73弄,2,1,25.0278263,121.49105199999997
台北市西園路2段372巷,7,0.57,25.0263051,121.49048679999999
台北市西園路一段,47,0.74,25.0367527,121.49937380000006
台北市西園路二段,20,0.95,25.02803,121.49498419999998
台北市西寧北路(大車),21,0.95,25.0568088,121.50880749999999
台北市西寧北路Y00,85,0.73,25.0527032,121.50860439999997
台北市西寧南路A,20,1,25.0432344,121.50607509999998
台北市西寧南路B,42,0.9,25.0432344,121.50607509999998
台北市西藏路125巷,57,0.84,25.0273195,121.50291140000002
台北市西藏路199巷,27,0.78,25.0278208,121.49982550000004
台北市西藏路A,67,-99,25.0293385,121.49806749999993
台北市西藏路B,47,0.89,25.0293385,121.49806749999993
台北市西藏路C,29,0.86,25.0293385,121.49806749999993
台北市克強路,19,0.68,25.1089066,121.52383340000006
台北市吳興街,8,0.38,25.026337,121.5646759
台北市吳興街220巷,26,0.65,25.0264274,121.56152659999998
台北市吳興街284巷30弄,4,0.75,25.0228667,121.56268620000003
台北市吳興街394巷,6,0.83,25.0244748,121.56628999999998
台北市吳興街600巷83弄,7,0.14,25.0185995,121.57127279999997
台北市吳興街B,4,0.75,25.026337,121.5646759
台北市秀明路1段,113,0.43,24.9908224,121.56689559999995
台北市秀明路2段,46,0,24.9904866,121.5768372
台北市育英街,36,0,24.9912256,121.53857360000006
台北市辛亥路1段34巷,1,1,25.019771,121.53008820000002
台北市辛亥路1段77巷,4,1,25.0206895,121.53076009999995
台北市辛亥路7段,108,0.06,24.9837411,121.55416160000004
台北市辛亥路一段,76,0.78,25.0206895,121.53076009999995
台北市辛亥路二段A,28,0.32,25.0229081,121.537914
台北市辛亥路二段B,34,0.82,25.0229081,121.537914
台北市辛亥路三段157巷,24,0.62,25.01797,121.54988779999996
台北市辛亥橋下,87,0,25.0224124,121.53367179999998
台北市和平西路一段,17,1,25.0266197,121.51849340000001
台北市和平西路二段,71,0.82,25.0304487,121.50943970000003
台北市和平西路二段104巷,4,0.25,25.0307499,121.50799870000003
台北市和平西路三段,22,0.82,25.0352602,121.49737449999998
台北市和平東路1段104巷,10,0,25.0263762,121.52492319999999
台北市和平東路1段141巷,22,0.95,25.0273623,121.5304688
台北市和平東路2段107巷,3,1,25.0262869,121.54043860000002
台北市和平東路2段175巷,22,0.45,25.02632,121.54177340000001
台北市和平東路2段18巷B,32,0.91,25.0242498,121.53591240000003
台北市和平東路2段311巷43弄,2,1,25.0256077,121.54611460000001
台北市和平東路3段308巷,3,0.67,25.0195575,121.55550319999998
台北市和平東路3段308巷15弄,7,1,25.0193566,121.55620939999994
台北市和平東路3段308巷31弄,11,0.82,25.0195295,121.55589250000003
台北市和平東路3段341巷,2,0,25.021265,121.55752580000001
台北市和平東路3段391巷,11,0.64,25.0203397,121.5585357
台北市和平東路3段391巷20弄,8,0.75,25.0210234,121.55890509999995
台北市和平東路3段406巷,1,0,25.0184251,121.55784749999998
台北市和平東路3段435巷7弄,8,1,25.0190818,121.55903250000006
台北市和平東路3段463巷,51,0.65,25.0187819,121.5593232
台北市和平東路一段,28,0.43,25.0266246,121.52863939999997
台北市和平東路二段76巷,42,0.93,25.0238586,121.53937859999996
台北市和平東路二段90巷,2,1,25.024742,121.539673
台北市和平東路二段96巷,31,0.81,25.0231467,121.54101969999999
台北市和平東路三段228巷,7,1,25.0211718,121.55385009999998
台北市和平東路三段A,22,1,25.0184845,121.55835060000004
台北市延平北路3段18巷,3,0.67,25.0639416,121.51000339999996
台北市延平北路3段99巷3弄,5,0,25.0675737,121.51188130000003
台北市延平北路4至5段1巷,71,0.07,25.086047,121.50966900000003
台北市延平北路4段111巷,1,1,25.0713618,121.51122220000002
台北市延平北路4段294巷,46,0.37,25.0773605,121.5107471
台北市延平北路6段,9,0.89,25.0901391,121.50200919999997
台北市延平北路6段258巷,14,0.71,25.0907902,121.50356699999998
台北市延平北路四段,65,0.63,25.0728348,121.51121360000002
台北市延平南路121巷,17,1,25.0396426,121.50952940000002
台北市延平南路230巷,3,0.67,25.0340887,121.50694060000001
台北市延平南路A,53,0.92,25.0396925,121.5088915
台北市延平南路B,35,0.97,25.0396925,121.5088915
台北市延吉街,46,0.93,25.0405056,121.55471970000008
台北市延吉街242巷,6,0.83,25.0357803,121.55545419999999
台北市延壽街18巷,3,0.67,25.0559587,121.56883040000002
台北市延壽街314巷,10,0.3,25.0563642,121.56196079999995
台北市延壽街330巷,12,1,25.0552908,121.5603638
台北市延壽街330巷16弄,4,0.75,25.0553044,121.55968940000002
台北市延壽街330巷20弄,19,1,25.0544877,121.55976499999997
台北市延壽街330巷7弄,5,1,25.0553715,121.56145719999995
台北市延壽街330巷8弄,10,0.7,25.0558167,121.5597242
台北市延壽街356巷4弄,11,0.27,25.0557146,121.55861830000003
台北市延壽街402巷3弄,9,0.22,25.0556183,121.557773
台北市延壽街72巷,35,0.71,25.0555365,121.56550390000007
台北市延壽街A,28,0.68,25.0568103,121.56273779999992
台北市延壽街B,119,0.57,25.0568103,121.56273779999992
台北市忠孝東路1段70巷,1,0,25.044441,121.523778
台北市忠孝東路1段84巷,5,1,25.0439588,121.52409050000006
台北市忠孝東路3段193巷,25,0.88,25.0427289,121.53852929999994
台北市忠孝東路3段217巷3弄,25,0.72,25.042845,121.53911349999998
台北市忠孝東路3段217巷5弄,28,0.54,25.0433504,121.53906319999999
台北市忠孝東路3段248巷,49,0,25.0398437,121.54129360000002
台北市忠孝東路3段248巷7弄,14,0,25.0410873,121.5419703
台北市忠孝東路3段276巷,3,0,25.0410786,121.54245190000006
台北市忠孝東路4段181巷40弄,4,1,25.0439865,121.55023559999995
台北市忠孝東路4段216巷11弄,8,1,25.0407744,121.55352289999996
台北市忠孝東路4段216巷27弄,2,1,25.0398385,121.55368509999994
台北市忠孝東路4段216巷33弄,1,1,25.0393945,121.55351089999999
台北市忠孝東路4段248巷,2,0.5,25.0405302,121.55408950000003
台北市忠孝東路4段26巷,12,0.75,25.0397234,121.54441889999998
台北市忠孝東路5段236巷3弄,11,0.91,25.0403773,121.57293010000001
台北市忠孝東路5段423巷5弄,1,0,25.0417884,121.57476150000002
台北市忠孝東路5段743巷21弄,2,0.5,25.0438342,121.58043520000001
台北市忠孝東路5段743巷31弄,1,1,25.0442342,121.58057789999998
台北市忠孝東路6段,10,0.9,25.0491203,121.58864659999995
台北市忠孝東路6段212巷3弄,5,1,25.0480671,121.58781920000001
台北市忠孝東路6段212巷4弄,5,1,25.0479398,121.58728450000001
台北市忠孝東路6段278巷,6,1,25.0487119,121.5893939
台北市忠孝東路二段134巷,8,0.88,25.0413474,121.53151320000006
台北市忠孝東路三段251巷,11,0.82,25.0428161,121.54165310000008
台北市忠孝東路五段,27,1,25.0409736,121.57354320000002
台北市忠孝東路五段236巷27弄,12,0.92,25.0384954,121.57287629999996
台北市忠孝東路五段236巷45弄,3,1,25.037578,121.57274810000001
台北市忠孝東路五段236巷57弄,6,0.83,25.0370649,121.57274949999999
台北市忠孝東路五段372巷28弄,12,0.83,25.0389459,121.572904
台北市忠孝東路四段49巷,4,0.75,25.042632,121.54528490000007
台北市忠順街2段,8,0,24.9849311,121.56450110000003
台北市忠義街,19,0.89,25.1062252,121.5319667
台北市忠義街71巷,34,0.94,25.1057574,121.53265950000002
台北市忠義街71巷13弄,9,0,25.1059645,121.53262560000007
台北市忠義街78巷,8,0.75,25.1064726,121.53132690000007
台北市忠義街91巷,14,0,25.1062275,121.53287669999997
台北市忠誠路1段100巷,4,1,25.1055035,121.52818669999999
台北市忠誠路1段171巷10弄,5,0.8,25.1066256,121.53051529999993
台北市忠誠路1段173巷,6,1,25.1082067,121.53168879999998
台北市忠誠路一段,69,0.84,25.1053887,121.52859869999997
台北市忠誠路二段,110,0.65,25.1140402,121.53233590000002
台北市承德路3段122巷,1,0,25.0672912,121.51798639999993
台北市承德路3段28巷,4,0,25.0643267,121.51797020000004
台北市承德路4段1巷,2,0.5,25.0783932,121.52172819999998
台北市承德路4段2巷,48,0.38,25.0794839,121.51978469999995
台北市承德路二段91巷,4,1,25.0562056,121.51895439999998
台北市承德路二段A,49,0.92,25.0580802,121.51827090000006
台北市承德路二段B,9,0.67,25.0580802,121.51827090000006
台北市承德路三段,41,0.32,25.0707623,121.51851799999997
台北市承德路三段190巷,13,0,25.0697306,121.51805439999998
台北市承德路三段198巷,6,0.5,25.0701467,121.51815869999996
台北市承德路三段208巷,20,0.7,25.0704902,121.51749199999995
台北市承德路三段283巷,9,0.44,25.0726887,121.51981539999997
台北市承德路三段285巷,42,0.62,25.0707623,121.51851799999997
台北市承德路四段179巷含機車,11,1,25.089416,121.51908000000003
台北市承德路四段195巷含機車,17,1,25.088363,121.52273600000001
台北市承德路四段58巷,23,0.48,25.0819016,121.52158029999998
台北市承德路四段77巷,2,1,25.082045,121.52379470000005
台北市承德路四段A,56,0.71,25.0852328,121.52330110000003
台北市承德路四段B含機車,13,0.62,25.089416,121.51908000000003
台北市昆明街A,14,0.86,25.0421876,121.50465889999998
台北市昆明街C,55,0.95,25.0421876,121.50465889999998
台北市昆陽街,17,0.59,25.0510275,121.59378289999995
台北市昆陽街140巷42弄,12,0.42,25.0492366,121.59260169999993
台北市昆陽街152巷,11,0.64,25.0491832,121.59347909999997
台北市昆陽街157巷,10,0.8,25.0501576,121.5949544
台北市昌吉街,42,0.43,25.0659355,121.51367849999997
台北市明水路,216,0.38,25.0774522,121.54643850000002
台北市明水路397巷18弄,12,0.5,25.078666,121.54704019999997
台北市明水路397巷19弄,17,0.94,25.0786529,121.54879770000002
台北市明水路397巷2弄,13,0.23,25.0780765,121.54688399999998
台北市明水路475巷,3,0.67,25.0780896,121.55115520000004
台北市明水路494巷,7,0.14,25.0785347,121.55279789999997
台北市明水路557巷,4,0.75,25.0792621,121.55119239999999
台北市明水路581巷,22,0.77,25.0799969,121.55115230000001
台北市明水路606巷,4,1,25.0819404,121.55195890000005
台北市明水路672巷,8,0.88,25.0835807,121.55170670000007
台北市明德路,52,0.75,25.1112709,121.52115520000007
台北市明德路337巷,73,0.92,25.1168754,121.51954520000004
台北市明德路A,64,0.81,25.1112709,121.52115520000007
台北市明德路B,36,0.78,25.1112709,121.52115520000007
台北市杭州北路,26,0.19,25.045516,121.52729449999993
台北市杭州南路1段71巷,10,0.7,25.0393808,121.5271027
台北市杭州南路2段59巷,19,0.68,25.0314207,121.52332049999995
台北市杭州南路一段,65,0.69,25.0396434,121.52559559999997
台北市杭州南路二段,46,0.41,25.0316824,121.5224217
台北市杭州南路二段25巷,54,0.8,25.0334309,121.52436250000005
台北市東山路,140,0.14,25.1146024,121.53917219999994
台北市東明街,57,0.3,25.0549223,121.60264489999997
台北市東明街123巷,5,1,25.0551799,121.60050230000002
台北市東湖路113巷,31,0.74,25.0711444,121.61579329999995
台北市東湖路113巷49弄,15,0.8,25.0703937,121.61532
台北市東湖路113巷95弄,48,0.23,25.0739211,121.61552419999998
台北市東湖路33巷,3,0.67,25.0688027,121.61356909999995
台北市東湖路43巷,10,0.7,25.0687722,121.61401239999998
台北市東園街14巷,2,1,25.0316342,121.49829180000006
台北市東園街35巷,48,0.75,25.02718,121.49717299999998
台北市東園街67巷,6,0.5,25.0266791,121.49724420000007
台北市東園街73巷,5,0.8,25.0266721,121.49887039999999
台北市東新街,85,0.32,25.0468401,121.58774149999999
台北市東新街170巷,140,0.24,25.0431601,121.5927934
台北市東新街63巷,24,0.71,25.0478277,121.58674900000005
台北市東新街77巷,12,0.75,25.0475794,121.58950230000005
台北市東新街77巷4弄,6,0.67,25.0469688,121.58842860000004
台北市東新街B,18,0.94,25.0469688,121.58842860000004
台北市東興路,1,0,25.0483604,121.56576659999996
台北市松山路287巷,15,0.93,25.0428958,121.57909199999995
台北市松山路287巷3弄,12,1,25.0435642,121.57839000000001
台北市松仁路,47,0.57,25.0311805,121.568309
台北市松仁路153巷,3,1,25.02941,121.56914089999998
台北市松仁路253巷4弄,6,1,25.0252927,121.56967400000008
台北市松仁路275巷,2,1,25.0250579,121.57002560000001
台北市松仁路A,17,0.76,25.0311805,121.568309
台北市松平路50巷,11,0.82,25.0300553,121.56425119999994
台北市松江路188巷,2,0,25.0567859,121.5325441
台北市松江路25巷,5,1,25.0473719,121.53400160000001
台北市松江路357巷,6,0.67,25.0634253,121.5342005
台北市松江路469巷,2,0,25.0660855,121.53457900000001
台北市松江路84巷,5,0.8,25.0501974,121.53249010000002
台北市松江路85巷,14,1,25.0501827,121.53362190000007
台北市松江路90巷,14,1,25.050521,121.53146709999999
台北市松江路90巷6弄,1,1,25.0497845,121.53204310000001
台北市松江路A,15,0.73,25.0593595,121.53300030000003
台北市松江路B,1,0,25.0593595,121.53300030000003
台北市松河街,73,0.52,25.0568597,121.59085540000001
台北市松信路,70,0.81,25.0452502,121.57208739999999
台北市松勇路,7,0.71,25.0365659,121.56974730000002
台北市松勇路53巷,8,0.75,25.034182,121.57185290000007
台北市松智路32巷,7,0.71,25.0300396,121.56474849999995
台北市松智路32巷8弄,12,0.92,25.0297118,121.56473989999995
台北市松隆路A,61,0.66,25.0469789,121.57244590000005
台北市松隆路B,23,1,25.0469789,121.57244590000005
台北市松勤街140巷,6,0.67,25.0313558,121.56910249999999
台北市松德路,69,1,25.0343749,121.57462350000003
台北市松德路168巷,24,1,25.0365273,121.5732428
台北市松德路180巷,6,1,25.0356485,121.57353519999992
台北市林口街,12,1,25.0399835,121.58031219999998
台北市林口街80巷,25,0.84,25.0397911,121.58096869999997
台北市林口街A,7,1,25.0399835,121.58031219999998
台北市林口街B,4,1,25.0399835,121.58031219999998
台北市林森北路310巷,2,0.5,25.0562712,121.52459329999999
台北市林森北路5巷,5,1,25.045268,121.52389360000006
台北市林森北路9巷,3,0.67,25.0456008,121.5245883
台北市林森北路A,24,1,25.0566487,121.52549420000003
台北市林森北路B,2,1,25.0566487,121.52549420000003
台北市林森北路C,11,1,25.0566487,121.52549420000003
台北市林森南路,38,1,25.0384633,121.52144380000004
台北市林森南路61巷,15,0.07,25.0396509,121.52274139999997
台北市武昌街一段A,7,0.57,25.04411,121.51151419999997
台北市社子公園,24,0.46,25.0911936,121.50618400000008
台北市社子街,4,0.25,25.087424,121.50679489999993
台北市社中街,11,0.55,25.0917608,121.50690050000003
台北市臥龍街,112,0.27,25.0186658,121.55404750000002
台北市臥龍街,28,0,25.0186658,121.55404750000002
台北市臥龍街272巷,15,0,25.0170005,121.55787459999999
台北市臥龍街31巷,6,1,25.0232757,121.5472522
台北市芝玉路1段197巷,6,0,25.1069801,121.53287369999998
台北市芝玉路1段197巷25弄,18,0.11,25.1065079,121.53372860000002
台北市芝玉路1段223巷,5,0.6,25.1087968,121.53325440000003
台北市芳蘭路A,100,0.64,25.0132311,121.54590370000005
台北市虎林街242巷,8,0.75,25.035666,121.57649600000002
台北市虎林街50巷,4,0.75,25.0469239,121.57552899999996
台北市金山南路2段31巷,8,0.88,25.0328437,121.52806940000005
台北市金山南路一段,30,0.9,25.0386494,121.52852189999999
台北市金山南路二段,16,0.75,25.0301643,121.52663949999999
台北市金山南路二段141巷,3,1,25.0294624,121.52768739999999
台北市金山南路二段30巷,27,0.96,25.033151,121.52607720000003
台北市金湖路,102,0.25,25.078459,121.59995709999998
台北市金湖路65巷,13,0.38,25.0813803,121.59619450000002
台北市金華街,35,0,25.0302491,121.5260697
台北市金華街164巷,11,0.91,25.0290606,121.5305879
台北市金華街183巷,9,0.89,25.0307938,121.52730109999993
台北市金華街193巷,19,0.95,25.0302491,121.5260697
台北市金華街199巷,13,0.92,25.0310512,121.52823190000004
台北市金華街199巷3弄,2,1,25.030623,121.52839849999998
台北市金華街243巷,9,0.67,25.0305888,121.53033660000006
台北市金華街A,27,0.85,25.0302491,121.5260697
台北市金華街B,36,0.44,25.0302491,121.5260697
台北市金龍路,80,0.79,25.085704,121.59050550000006
台北市金龍路217巷,4,1,25.0885542,121.5873441
台北市長安西路A,22,1,25.0514809,121.51449179999997
台北市長安西路B,32,0.91,25.0514809,121.51449179999997
台北市長安東路2段153巷,14,1,25.0492164,121.53909299999998
台北市長安東路一段,25,0.8,25.0489386,121.52552479999997
台北市長安東路一段52巷,8,0.88,25.0476751,121.5279342
台北市長安東路二段A,13,0.92,25.0483719,121.53776560000006
台北市長安東路二段B,9,0.67,25.0483719,121.53776560000006
台北市長安東路二段C,4,1,25.0483719,121.53776560000006
台北市長沙街一段,64,0.92,25.0402389,121.50972860000002
台北市長沙街二段,42,0.79,25.0404026,121.50361299999997
台北市長春路137巷,10,1,25.0564348,121.53160700000001
台北市長春路163巷,8,0.88,25.0554075,121.53364480000005
台北市長春路258巷,3,1,25.0539173,121.53905340000006
台北市長春路A,16,0.94,25.0547633,121.53625809999994
台北市長春路B,30,0.9,25.0547633,121.53625809999994
台北市長春路C,27,1,25.0547633,121.53625809999994
台北市長春路D,22,0.91,25.0547633,121.53625809999994
台北市長春路E,19,1,25.0547633,121.53625809999994
台北市長春路F,46,0.96,25.0547633,121.53625809999994
台北市長春路G,16,0.88,25.0547633,121.53625809999994
台北市長順街,18,0.17,25.0313487,121.49074410000003
台北市長順街46巷,3,0.67,25.0313755,121.48917870000002
台北市長順街60巷,16,0.44,25.0316366,121.48868319999997
台北市長興街,18,0.33,25.0164895,121.54531880000002
台北市雨農路,47,0.49,25.0993491,121.53249230000006
台北市雨農路21巷,6,1,25.0977791,121.53127990000007
台北市雨聲街,175,0.59,25.10458,121.53142589999993
台北市青田街2巷,1,1,25.0284602,121.53103910000004
台北市青年路,101,0.85,25.0219055,121.50218480000001
台北市青年路152巷,4,0.5,25.0204674,121.50159580000002
台北市青年路168巷49弄,3,0.67,25.0195658,121.50213269999995
台北市青年路68巷,8,1,25.0235527,121.50213039999994
台北市青島東路,111,0.9,25.04362,121.5230004
台北市保安街,26,0.69,25.059196,121.51315279999994
台北市信安街,55,0.96,25.0253836,121.55655189999993
台北市信安街103巷,15,0.87,25.0235932,121.55896810000002
台北市信義路2段198巷,17,0.94,25.031792,121.53087979999998
台北市信義路2段243巷,6,0.83,25.0342173,121.5311577
台北市信義路3段111巷,20,0.75,25.0347916,121.53950789999999
台北市信義路3段134巷,27,0.89,25.0311402,121.53942170000005
台北市信義路3段147巷,53,0.96,25.0356124,121.54195149999998
台北市信義路3段147巷15弄,3,1,25.0350931,121.54300539999997
台北市信義路3段99巷,5,1,25.0343861,121.53864169999997
台北市信義路4段265巷5弄,6,0.83,25.0338034,121.55484760000002
台北市信義路6段15巷,8,1,25.0356238,121.57516629999998
台北市信義路二段,29,0.69,25.0339771,121.52848990000007
台北市信義路二段44巷,4,0.75,25.033948,121.52563299999997
台北市信義路五段150巷,23,0.91,25.0238885,121.57182880000005
台北市信義路五段150巷401弄,46,0.7,25.0241722,121.57028539999999
台北市信義路四段186巷,10,1,25.0323182,121.55158660000006
台北市信義路四段199巷,10,0.9,25.0343727,121.55163870000001
台北市信義路四段265巷,6,1,25.0344848,121.55481659999998
台北市前港街,60,0.78,25.0848803,121.52051000000006
台北市南京西路302巷,10,0.6,25.053601,121.51357099999996
台北市南京西路344巷,3,0.67,25.0530711,121.5121474
台北市南京西路A,2,1,25.0539992,121.51329310000006
台北市南京西路B,21,1,25.0539992,121.51329310000006
台北市南京東路3段303巷7弄,8,1,25.0528847,121.54613629999994
台北市南京東路3段89巷5弄,3,0.67,25.052851,121.5392531
台北市南京東路5段123巷4弄,2,1,25.0525262,121.56140959999993
台北市南京東路6段368巷,19,0.58,25.0593112,121.58653019999997
台北市南京東路三段338巷,23,0.96,25.0509485,121.54752719999999
台北市南京東路五段66巷,3,1,25.0506009,121.56079249999993
台北市南京東路五段66巷22弄,16,0.81,25.0490109,121.55997009999999
台北市南昌路2段(B),6,1,25.026135,121.52191110000001
台北市南昌路一段,35,1,25.0315622,121.51695429999995
台北市南昌路二段,19,0.79,25.026135,121.52191110000001
台北市南海路A,19,0.95,25.0312892,121.51204889999997
台北市南海路B,6,0.5,25.0312892,121.51204889999997
台北市南港路3段,62,0.55,25.0530088,121.58761340000001
台北市南港路3段109巷,55,0.07,25.0523882,121.58786329999998
台北市南港路3段149巷,21,0.38,25.051649,121.58579320000001
台北市南港路一段,66,0.76,25.0550966,121.61401269999999
台北市南港路一段277巷,13,1,25.0541509,121.60871989999998
台北市南港路一段287巷2弄,13,0.77,25.0540686,121.6082308
台北市南寧路,14,0.86,25.0363837,121.50473699999998
台北市哈密街,9,0.33,25.0733339,121.51675049999994
台北市哈密街,6,1,25.0733339,121.51675049999994
台北市哈密街59巷56弄,4,0,25.075364,121.51484479999999
台北市建國北路1段124巷,5,1,25.0506123,121.53581570000006
台北市建國北路1段138巷,10,0.8,25.0509827,121.5355826
台北市建國北路1段23巷,20,1,25.047326,121.53875749999997
台北市建國北路1段33巷,14,0.93,25.0477953,121.53851650000001
台北市建國北路1段78巷,10,1,25.0493226,121.53537400000005
台北市建國北路1段92巷,22,1,25.0501571,121.535845
台北市建國北路3段93巷5弄,8,0.75,25.0663739,121.53666720000001
台北市建國北路一段,1,1,25.0489965,121.5365074
台北市建國北路二段,21,0.95,25.0572323,121.53713730000004
台北市建國北路二段A,16,1,25.0572323,121.53713730000004
台北市建國北路三段,47,0.81,25.0675599,121.53426409999997
台北市建國北路三段113巷,12,0.92,25.0672927,121.53628449999997
台北市建國南路1段279巷,63,0.81,25.0361313,121.53894089999994
台北市建國南路1段304巷,15,0.67,25.0356997,121.53605100000004
台北市建國南路2段79巷,12,0.83,25.0308353,121.5387862
台北市建國南路一段B,16,0.5,25.0396259,121.53813830000001
台北市建國南路二段151巷,9,0.89,25.0287344,121.5390079
台北市後港街134巷,22,0.95,25.0867067,121.52038340000001
台北市思源街,14,0.64,25.0134855,121.53027339999994
台北市恆光街,3,0,24.981667,121.56737169999997
台北市指南路2段,2,0,24.9874844,121.57665309999993
台北市星雲街,52,0.62,25.0794429,121.5937232
台北市星雲街123巷,10,0.4,25.0806183,121.59531170000002
台北市星雲街138巷,4,0.5,25.0793185,121.59566480000001
台北市柳州街,21,0.67,25.0379917,121.5052124
台北市泉州街5巷,10,0.9,25.0306998,121.51424840000004
台北市泉州街6巷,61,0.95,25.0290442,121.51418579999995
台北市泉州街9巷,9,0.33,25.0304994,121.5143888
台北市泉州街B,24,0.83,25.0280872,121.51460500000007
台北市洛陽街,17,0.71,25.0474065,121.50811550000003
台北市洲子街A,41,1,25.079972,121.57127500000001
台北市牯嶺街84巷,26,0.96,25.0261024,121.51866859999996
台北市牯嶺街95巷,13,0.92,25.0255947,121.52049160000001
台北市牯嶺街9巷,3,1,25.0314278,121.51577640000005
台北市牯嶺街A,68,1,25.027446,121.51832560000003
台北市研究院路1段101巷,111,0.15,25.0526653,121.61834870000007
台北市研究院路1段151巷,49,0.39,25.0498566,121.61617610000008
台北市研究院路3段2巷,42,0.26,25.0361854,121.61652800000002
台北市研究院路3段86巷,5,0,25.034667,121.61312150000003
台北市迪化街2段,6,0.67,25.0703598,121.51172010000005
台北市迪化街2段149巷,2,0.5,25.0672123,121.51062580000007
台北市迪化街2段172巷,3,0.67,25.0671651,121.5097194
台北市迪化街2段268巷,3,0,25.0706182,121.51121869999997
台北市迪化街2段296巷,2,0.5,25.0713468,121.5117113
台北市迪化街一段A,29,0.48,25.0584964,121.50959880000005
台北市迪化街一段B,7,0.86,25.0584964,121.50959880000005
台北市重陽路,214,0.66,25.0578843,121.60533750000002
台北市重陽路125巷,34,0.29,25.0573513,121.59777869999994
台北市重陽路187巷,21,0.19,25.0575383,121.59855600000003
台北市重陽路57巷,46,0.07,25.0572966,121.59603360000006
台北市重慶北路3段223巷,3,1,25.070517,121.51494720000005
台北市重慶北路3段236巷45弄,9,0.67,25.0713315,121.51229839999996
台北市重慶北路4段,75,0.8,25.0817816,121.51295749999997
台北市重慶北路一段,4,1,25.0513443,121.51390659999993
台北市重慶北路三段,12,0.58,25.0712695,121.51388850000001
台北市重慶北路三段,53,0.47,25.0712695,121.51388850000001
台北市重慶南路2段70巷,9,0.56,25.030933,121.51431100000002
台北市重慶南路2段86巷2弄,3,0.67,25.0303976,121.51467309999998
台北市重慶南路一段126巷,2,1,25.037152,121.51181210000004
台北市重慶南路一段136巷,24,1,25.0363076,121.51173219999998
台北市重慶南路二段8巷,8,0.25,25.0334249,121.51212069999997
台北市峨嵋街A,10,1,25.0443534,121.50540909999995
台北市峨嵋街B,14,1,25.0448849,121.50465810000003
台北市師大路,9,1,25.0210188,121.52533110000002
台北市師大路A,11,0.55,25.0210188,121.52533110000002
台北市庫倫街,5,1,25.0718874,121.5185553
台北市徐州路,150,0.58,25.0409967,121.52222180000001
台北市振華街,18,1,25.1155709,121.51969529999997
台北市振興街,2,1,25.1178238,121.52222940000001
台北市桂林路,17,0.59,25.0384064,121.50093100000004
台北市桃源街,40,1,25.0401626,121.51030089999995
台北市泰安街,6,1,25.0400545,121.52803649999998
台北市泰安街3巷,6,0.5,25.0399607,121.52843329999996
台北市泰安街6巷,1,1,25.0401639,121.52758289999997
台北市泰順街39巷,5,1,25.0228857,121.53185529999996
台北市泰順街40巷,2,0,25.0243217,121.53036870000005
台北市浦城街,2,0,25.023483,121.52682290000007
台北市酒泉街,34,0.82,25.071963,121.51598910000007
台北市健康路15巷,13,0.85,25.0547164,121.55291060000002
台北市健康路325巷,12,0.5,25.0557497,121.56720139999993
台北市健康路325巷12弄,3,0.67,25.0555547,121.5678385
台北市健康路325巷18弄,4,1,25.0560499,121.56779289999997
台北市健康路325巷19弄,9,1,25.0559408,121.56633579999993
台北市健康路325巷5弄,14,1,25.0548405,121.56640570000002
台北市健康路325巷6弄,12,0.83,25.055003,121.56831620000003
台北市健康路B,77,0.48,25.0541269,121.56240830000002
台北市健康路C,17,0.88,25.0541269,121.56240830000002
台北市健康路YA,32,0.62,25.0541269,121.56240830000002
台北市健康路ZA,40,0.88,25.0541269,121.56240830000002
台北市國興路,41,0.93,25.0251858,121.50729530000001
台北市基河路188巷,12,1,25.0899528,121.52163330000008
台北市基河路300巷,16,1,25.0936086,121.5188382
台北市基河路396巷,5,1,25.0956406,121.51795620000007
台北市基河路A,78,0.88,25.0910494,121.52175979999993
台北市基河路B,14,0.93,25.0910494,121.52175979999993
台北市基湖路112巷,16,0.5,25.0790219,121.56305099999997
台北市基湖路120巷,23,0.26,25.0784403,121.56277180000006
台北市基湖路157巷,8,0,25.0770282,121.56451140000001
台北市基湖路166巷,2,0,25.0774121,121.56244270000002
