Name,Usage,Lat,Lon
台北市陽光街365巷,0.9,25.0719031,121.5772148
台北市雲和街,0,25.0234741,121.5300313
台北市園區街,1,25.0590731,121.6125534
台北市塔城街,1,25.0506667,121.5105182
台北市塔悠路,0.45,25.0581547,121.5692751
台北市塔悠路120巷,0.53,25.055309,121.5693014
台北市廈門街113巷,0.81,25.023359,121.5190349
台北市廈門街135巷,0.67,25.0221802,121.5182212
台北市愛國西路,1,25.0357289,121.5115773
台北市愛國東路,0.91,25.032472,121.5223895
台北市愛國東路79巷,0.91,25.0320431,121.5275183
台北市敬業一路,0.45,25.0819462,121.5525618
台北市敬業一路128巷,0.88,25.0833637,121.5532551
台北市敬業一路36巷,0.1,25.0810935,121.5535411
台北市敬業二路,0.49,25.0826688,121.5543923
台北市敬業二路69巷,0.67,25.0819377,121.5535851
台北市敬業三路177巷,0.2,25.0786766,121.5558164
台北市新中街,0.86,25.0595472,121.5604305
台北市新中街4巷,0.87,25.0576811,121.5611305
台北市新中街52巷B,0.73,25.0615262,121.56086
台北市新中街6巷,0.8,25.0582885,121.5605448
台北市新民街,0.92,25.0559758,121.6119647
台北市新生北路2段133巷,0.67,25.0608527,121.5289461
台北市新生北路2段45巷,0.6,25.0556716,121.52885
台北市新生北路2段62巷,1,25.0562001,121.5264011
台北市新生北路一段,1,25.0480642,121.5299922
台北市新生北路二段28巷,0,25.0538514,121.526385
台北市新生北路三段,0,25.0667285,121.5279888
台北市新生北路三段Y00,0.22,25.0667285,121.5279888
台北市新生北橋下C(二),0.56,25.06097,121.527669
台北市新生北橋下C(三),0.61,25.06097,121.527669
台北市新生北橋下D(一),0.62,25.06097,121.527669
台北市新生南路1段143巷,0.94,25.0361953,121.53416
台北市新生南路1段157巷,1,25.0349568,121.5351134
台北市新生南路2段46巷,1,25.0291114,121.5330138
台北市新生南路2段70巷,1,25.0276137,121.5337563
台北市新生南路3段54巷,1,25.0208747,121.5334916
台北市新生南路3段56巷,1,25.0204149,121.5335117
台北市新生南路3段76巷,1,25.0191658,121.5333475
台北市新生南路3段86巷,1,25.0188049,121.5326503
台北市新光路1段,0,24.9911876,121.5736856
台北市新明路,0.66,25.0567155,121.5839567
台北市新東街,0.78,25.0601907,121.5657216
台北市新東街11巷,0.62,25.058215,121.5660157
台北市新東街12巷,0.68,25.0578479,121.5677064
台北市新東街30巷,0.7,25.0594909,121.567137
台北市新東街3巷,1,25.0576187,121.5660667
台北市新東街51巷,0.38,25.0616197,121.5651848
台北市新湖1路128巷,0.81,25.0601967,121.5768993
台北市新湖1路36巷,0.71,25.0594367,121.5745493
台北市新湖一路,0.58,25.0606686,121.5798579
台北市新湖一路339巷,1,25.0631011,121.5842413
台北市新湖一路358巷,1,25.0632847,121.5823857
台北市新湖二路,0.52,25.0625661,121.57937
台北市新湖二路146巷,1,25.0634625,121.5787345
台北市新湖二路191巷,1,25.0621837,121.5796389
台北市新湖二路250巷,0.92,25.0653084,121.5824178
台北市新湖二路282巷,0.18,25.0654904,121.5838737
台北市新湖二路295巷,0.69,25.0625661,121.57937
台北市新湖三路,0.68,25.0644468,121.5785867
台北市新湖三路219巷,0.95,25.0651486,121.5810367
台北市溫州街,1,25.022605,121.5332326
台北市溫州街12巷,1,25.0257407,121.5322992
台北市溫州街16巷,1,25.0252903,121.5322456
台北市溫州街18巷,1,25.0247383,121.5324429
台北市溫州街20巷,1,25.0241678,121.5329565
台北市溫州街22巷,1,25.0236952,121.5323056
台北市溫州街46巷,1,25.0218015,121.532696
台北市溫州街52巷,1,25.0209642,121.5325912
台北市溫州街58巷,1,25.0205444,121.5322735
台北市溫州街68巷,0.9,25.0201526,121.5323682
台北市溫州街74巷,1,25.0196848,121.5323173
台北市溫州街74巷3弄,1,25.019272,121.5322721
台北市溫州街74巷4弄,1,25.0199187,121.5323427
台北市溫州街74巷5弄,1,25.0195041,121.5320231
台北市瑞光路112巷,0.78,25.0713075,121.5800546
台北市瑞光路122巷41弄,1,25.071687,121.5798479
台北市瑞光路132巷,0.84,25.071893,121.5788431
台北市瑞光路188巷,1,25.0740875,121.5771639
台北市瑞光路258巷,1,25.0747436,121.5747986
台北市瑞光路26巷20弄,1,25.069723,121.5823057
台北市瑞光路316巷,0.33,25.0757695,121.5734124
台北市瑞光路358巷30弄,0.8,25.0763229,121.5727382
台北市瑞光路478巷18弄,1,25.0787172,121.567979
台北市瑞光路66巷,1,25.0699614,121.5814055
台北市瑞光路76巷,0.66,25.0696309,121.5795446
台北市瑞光路76巷A,0.91,25.0696309,121.5795446
台北市瑞安街,0.91,25.0290214,121.5418056
台北市瑞安街142巷,0.82,25.0295686,121.5418431
台北市瑞安街208巷,0.88,25.0294674,121.5405555
台北市瑞安街208巷11弄,0.71,25.0287109,121.540747
台北市瑞安街208巷58弄,0.81,25.029883,121.5402564
台北市瑞安街23巷,0.92,25.0310158,121.5448582
台北市瑞安街256巷,1,25.0273765,121.5387594
台北市瑞安街81巷,0.88,25.0278425,121.5410974
台北市瑞安街A,0,25.0290214,121.5418056
台北市瑞湖街,1,25.0712322,121.5764092
台北市瑞湖街178巷,1,25.0707233,121.575798
台北市經貿二路62巷,0.88,25.0569405,121.6153577
台北市萬大路,0.71,25.0232664,121.4997189
台北市萬大路277巷33弄,0.29,25.0260089,121.5017309
台北市萬大路344巷,0.77,25.0240756,121.4988098
台北市萬大路423巷,1,25.0214031,121.5007106
台北市萬大路90巷,0,25.0302648,121.4997477
台北市萬全街,1,25.0584183,121.5179602
台北市萬青街,1,25.0232694,121.5015498
台北市萬美街1段,0.07,25.0019901,121.5666293
台北市葫蘆街,0.68,25.0816092,121.5083314
台北市裕民二路33巷,0.75,25.1153408,121.5172252
台北市裕民二路49巷,0.82,25.1147165,121.5169422
台北市試院路,0.02,24.9889111,121.5483044
台北市農安街,0.91,25.0648401,121.5294305
台北市農安街204巷,1,25.0642387,121.5362127
台北市嘉興街,0.61,25.0255912,121.5561245
台北市寧安街,0.83,25.0499804,121.5545687
台北市寧波西街,0.83,25.0295378,121.5142129
台北市寧波西街181巷,0.5,25.0264514,121.5101356
台北市寧波西街A,1,25.0295378,121.5142129
台北市寧波西街Y00,0.67,25.0295378,121.5142129
台北市寧波西街Z00,0.94,25.0295378,121.5142129
台北市寧波東街,1,25.0323689,121.5199753
台北市寧波東街9巷,1,25.0328344,121.5190206
台北市寧夏路A,1,25.0581409,121.5152141
台北市寧夏路B,0.8,25.0581409,121.5152141
台北市榮華一路,1,25.1123603,121.5243394
台北市福中公園,1,25.087873,121.518714
台北市福州街,0.91,25.0279431,121.5171611
台北市福州街A,0,25.0279431,121.5171611
台北市福志路,0.37,25.0988999,121.5297684
台北市福林路254巷,0.22,25.0980242,121.5359127
台北市福港街,1,25.0872039,121.5178478
台北市福港街199巷,1,25.0872039,121.5178478
台北市福華路128巷,1,25.1030777,121.5236672
台北市福德街,0.24,25.0386935,121.5854399
台北市福德街310巷B,0.83,25.0405024,121.5872091
台北市福德街339巷,0.6,25.0386289,121.5889742
台北市福德街373巷,0.53,25.0395592,121.5912808
台北市福德街84巷,0.8,25.0383542,121.5809389
台北市艋舺大道,0.22,25.0326537,121.4980256
台北市艋舺大道120巷38弄,0.71,25.0318198,121.5015658
台北市銅山街,1,25.0397955,121.5273335
台北市銅山街11巷,0.5,25.040339,121.5268587
台北市劍潭路,0.62,25.0837291,121.5224341
台北市廣州街218巷,0.62,25.0363521,121.4970012
台北市廣州街4巷,0.56,25.0345803,121.5097249
台北市廣州街8巷,0.88,25.0344332,121.5082511
台北市廣州街A,0.86,25.0365385,121.5031155
台北市廣州街B,1,25.0365385,121.5031155
台北市德行西路,0.7,25.1048238,121.5222604
台北市德行東路,0.63,25.1092383,121.5327146
台北市德行東路104巷,0,25.1067477,121.5286689
台北市德行東路104巷5弄,0.5,25.1074145,121.5288922
台北市德行東路104巷9弄,1,25.1067806,121.5289043
台北市德行東路109巷,0.8,25.1099112,121.5285846
台北市德行東路132巷,0.5,25.107469,121.5292406
台北市德行東路132巷3弄,1,25.1075452,121.5297355
台北市德行東路132巷7弄,0,25.1069543,121.5297027
台北市德行東路190巷31弄,0.33,25.107624,121.5323623
台北市德行東路265巷,1,25.1105148,121.5349869
台北市德行東路331巷,0.43,25.1119814,121.538209
台北市德行東路338巷,0,25.1110746,121.5453743
台北市德行東路365巷,0.14,25.1111546,121.5387851
台北市德行東路90巷33弄,1,25.1060586,121.5284917
台北市德昌街,0.47,25.0239599,121.4961252
台北市德昌街272巷,0.67,25.0233748,121.4919395
台北市德惠街,1,25.0666336,121.5279828
台北市德惠街170巷,0,25.0656558,121.5317722
台北市德惠街B,0.79,25.0666336,121.5279828
台北市慶城街,1,25.0550833,121.5466959
台北市撫順街,1,25.0635082,121.5201771
台北市撫順街41巷,0.65,25.0660705,121.5195421
台北市撫遠街,0.63,25.0631836,121.5660039
台北市撫遠街255巷,0,25.061124,121.5677486
台北市樂利路,0.97,25.0268521,121.5516127
台北市樂利路45巷,1,25.0267333,121.5520378
台北市樂業街,1,25.0211357,121.5517228
台北市樂群二路,0.37,25.0799768,121.557443
台北市樂群二路265巷,0.77,25.0807395,121.5602216
台北市樂群二路266巷,0.38,25.0783712,121.5618118
台北市樂群二路30巷,0.32,25.0789635,121.5533285
台北市樂群三路,0.49,25.0826534,121.5562017
台北市樟新街,0,24.9786601,121.5554032
台北市潮州街,0.76,25.0290012,121.5254402
台北市潮州街3巷,1,25.0306759,121.5207692
台北市鄭州路143巷,1,25.0510401,121.5098741
台北市興中路,0.63,25.05506,121.6073711
台北市興中路12巷,0.85,25.0549247,121.6066542
台北市興中路28巷,0.81,25.0555091,121.6067966
台北市興中路44巷,0.5,25.056006,121.6065049
台北市興中路56巷,1,25.0563729,121.6063864
台北市興安街Y00,1,25.0560902,121.5418265
台北市興安街Z00,0.96,25.0560902,121.5418265
台北市興東街,1,25.0560735,121.6117927
台北市興南街,0.34,25.0559068,121.6009075
台北市興華路,0.76,25.0559646,121.6057983
台北市興隆務三段192巷8弄,0,24.9974908,121.558311
台北市興隆路2段,0.43,25.0006408,121.549443
台北市興隆路2段154巷,0.5,25.0010322,121.551627
台北市興隆路2段220巷,0.39,25.0000035,121.5520051
台北市興隆路2段244巷,0.53,25.0000873,121.5534067
台北市興隆路3段,0.33,24.9952766,121.5596852
台北市興隆路4段,0.17,24.9866234,121.5608752
台北市興隆路一段,0.3,25.0016878,121.5421829
台北市興順街,0.29,25.0012233,121.5450965
台北市興義街,0.84,25.0266532,121.4917769
台北市遼寧街128巷,0.93,25.053376,121.541143
台北市遼寧街A,0.83,25.0524996,121.5420611
台北市錦州街A,0.62,25.0603308,121.5335242
台北市錦州街B,0.33,25.0603308,121.5335242
台北市錦州街C,0.95,25.0603308,121.5335242
台北市錦西街,0.93,25.0602313,121.5187898
台北市錦西街38巷,0.81,25.0602621,121.5203409
台北市錦西街53巷,0.78,25.0603647,121.5158964
台北市龍江路124巷,1,25.0538552,121.5397258
台北市龍江路132巷,1,25.0542373,121.5396877
台北市龍江路155巷,1,25.0542231,121.541301
台北市龍江路229巷,0.92,25.0572192,121.541236
台北市龍江路298巷,0.88,25.0618064,121.5401946
台北市龍江路345巷,1,25.0633855,121.5417321
台北市龍江路55巷,1,25.0495534,121.5413589
台北市龍江路A,0.91,25.0574947,121.5405961
台北市龍江路B,0.5,25.0574947,121.5405961
台北市龍江路C,1,25.0574947,121.5405961
台北市龍江路D,0.93,25.0574947,121.5405961
台北市龍泉街,0,25.0235291,121.5293595
台北市龍泉街93巷,0.87,25.0216372,121.5297889
台北市濟南路一段,0.63,25.0424802,121.5224039
台北市濟南路二段,0.74,25.0407174,121.5296404
台北市濱江街,0.2,25.0721434,121.5460949
台北市濱江橋下停車場,0.94,25.0722922,121.5415987
台北市環山路1段,0.54,25.0864153,121.5675619
台北市環山路1段24巷,0.58,25.084536,121.5645132
台北市環山路1段28巷,0.81,25.0854851,121.5646636
台北市環山路1段9巷,0,25.0829884,121.5663098
台北市環山路2段,0.73,25.085147,121.5742744
台北市環山路3段,0.36,25.0847098,121.580492
台北市環河北路2段205巷,0,25.0692497,121.5096541
台北市環河北路3段,0.26,25.0845233,121.5064345
台北市環河北路3段,0.48,25.0845233,121.5064345
台北市環河南路2段100巷,1,25.0372408,121.4951838
台北市環河南路2段175巷,0,25.0324483,121.4926307
台北市環河南路2段250巷,1,25.0335889,121.4910262
台北市環河南路2段250巷25弄,0.5,25.0336145,121.4900683
台北市環河南路2段250巷3弄,0.33,25.0327132,121.491583
台北市環河南路2段280巷,0.71,25.0328868,121.4901863
台北市環河南路二段A,0.63,25.0341019,121.493284
台北市環河南路二段B,-99,25.0341019,121.493284
台北市環河南路二段C,0.25,25.0341019,121.493284
台北市環河南路三段,0.2,25.0210526,121.4923818
台北市環河南路橋下A,0.38,25.0475336,121.5059613
台北市磺溪街,0.44,25.1071967,121.523088
台北市磺溪街55巷,0.78,25.1075244,121.5225116
台北市臨沂街,0.88,25.0389555,121.5294385
台北市臨沂街14巷,1,25.041193,121.5299684
台北市臨沂街71巷19弄,1,25.0361705,121.5305562
台北市歸綏街,0.79,25.0582216,121.5133575
台北市舊庄街1段,0.5,25.0396462,121.6206839
台北市舊宗路1段150巷,0.52,25.0617152,121.5753214
台北市舊宗路2段135巷,0.7,25.0698694,121.5756375
台北市舊宗路2段171巷,1,25.0712342,121.5758074
台北市舊宗路2段181巷,1,25.0718304,121.5754008
台北市雙和街,0.74,25.0278506,121.5019721
台北市雙城街,1,25.0656226,121.5242877
台北市雙園街107巷,0,25.0321032,121.4922112
台北市雙園街107巷B,0.38,25.0321032,121.4922112
台北市雙園街89巷,0.88,25.0318911,121.4925661
台北市懷寧街,0.96,25.0427573,121.5140302
台北市懷德街A,0.71,25.1128664,121.5195758
台北市羅斯福路3段269巷,1,25.0200002,121.5307962
台北市羅斯福路3段269巷51弄,1,25.0202748,121.5315365
台北市羅斯福路3段283巷,0.89,25.0197416,121.5317501
台北市羅斯福路3段283巷14弄,0,25.0183718,121.5321975
台北市羅斯福路3段283巷21弄,1,25.0200021,121.5311085
台北市羅斯福路3段283巷7弄,0.86,25.0186884,121.5312639
台北市羅斯福路3段283巷9弄,1,25.0189397,121.531247
台北市羅斯福路4段113巷,0.91,25.0113026,121.5393105
台北市羅斯福路4段119巷,0.16,25.0098164,121.5393502
台北市羅斯福路6段142巷,0.3,24.9976014,121.5379162
台北市羅斯福路一段119巷,1,25.0303859,121.5214344
台北市羅斯福路四段90巷,0.9,25.0137708,121.5347677
台北市麗山街,0.66,25.0815402,121.5801794
台北市麗山街348巷,0.5,25.0820377,121.5735611
台北市麗山街37巷,0.79,25.0806109,121.5814102
台北市麗山街385巷,0.5,25.0822934,121.5725852
台北市麗山街B,0.62,25.0815402,121.5801794
台北市麗水街17巷,1,25.0292313,121.5291671
台北市麗水街33巷,0.67,25.0279814,121.529317
台北市麗水街B,0.84,25.0301286,121.5285429
台北市寶慶路A,1,25.0412285,121.5110926
台北市寶興街,0.82,25.0251828,121.4947082
台北市寶興街140巷,1,25.0240156,121.4938613
台北市蘭州街A,1,25.0637502,121.515024
台北市蘭州街B,0,25.0637502,121.515024
台北市蘭雅公園,0.6,25.1097423,121.5298742
